Seconds,BPM,Presentase_HR_Max,Intensitas_Olahraga
2,138,69.00,Light
3,137,68.50,Light
4,137,68.50,Light
5,136,68.00,Light
6,135,67.50,Light
7,135,67.50,Light
8,134,67.00,Light
9,133,66.50,Light
10,134,67.00,Light
11,135,67.50,Light
12,136,68.00,Light
13,137,68.50,Light
14,138,69.00,Light
15,139,69.50,Light
16,139,69.50,Light
17,139,69.50,Light
18,138,69.00,Light
19,138,69.00,Light
20,138,69.00,Light
21,137,68.50,Light
22,136,68.00,Light
23,136,68.00,Light
24,135,67.50,Light
25,135,67.50,Light
26,134,67.00,Light
27,134,67.00,Light
28,134,67.00,Light
29,133,66.50,Light
30,133,66.50,Light
31,133,66.50,Light
32,133,66.50,Light
33,134,67.00,Light
34,134,67.00,Light
35,134,67.00,Light
36,134,67.00,Light
37,134,67.00,Light
38,134,67.00,Light
39,134,67.00,Light
40,134,67.00,Light
41,134,67.00,Light
42,134,67.00,Light
43,134,67.00,Light
44,134,67.00,Light
45,134,67.00,Light
46,134,67.00,Light
47,134,67.00,Light
48,134,67.00,Light
49,134,67.00,Light
50,134,67.00,Light
51,134,67.00,Light
52,133,66.50,Light
53,133,66.50,Light
54,132,66.00,Light
55,132,66.00,Light
56,132,66.00,Light
57,131,65.50,Light
58,131,65.50,Light
59,131,65.50,Light
60,131,65.50,Light
61,131,65.50,Light
62,131,65.50,Light
63,131,65.50,Light
64,131,65.50,Light
65,130,65.00,Light
66,130,65.00,Light
67,130,65.00,Light
68,130,65.00,Light
69,131,65.50,Light
70,131,65.50,Light
71,131,65.50,Light
72,131,65.50,Light
73,131,65.50,Light
74,131,65.50,Light
75,130,65.00,Light
76,130,65.00,Light
77,131,65.50,Light
78,131,65.50,Light
79,130,65.00,Light
80,128,64.00,Light
81,127,63.50,Light
82,127,63.50,Light
83,128,64.00,Light
84,128,64.00,Light
85,128,64.00,Light
86,128,64.00,Light
87,127,63.50,Light
88,126,63.00,Light
89,127,63.50,Light
90,128,64.00,Light
91,129,64.50,Light
92,131,65.50,Light
93,133,66.50,Light
94,134,67.00,Light
95,134,67.00,Light
96,135,67.50,Light
97,135,67.50,Light
98,136,68.00,Light
99,136,68.00,Light
100,136,68.00,Light
101,137,68.50,Light
102,136,68.00,Light
103,134,67.00,Light
104,133,66.50,Light
105,132,66.00,Light
106,130,65.00,Light
107,130,65.00,Light
108,130,65.00,Light
109,130,65.00,Light
110,131,65.50,Light
111,132,66.00,Light
112,134,67.00,Light
113,135,67.50,Light
114,137,68.50,Light
115,139,69.50,Light
116,143,71.50,Moderate
117,145,72.50,Moderate
118,147,73.50,Moderate
119,148,74.00,Moderate
120,149,74.50,Moderate
121,149,74.50,Moderate
122,149,74.50,Moderate
123,150,75.00,Moderate
124,150,75.00,Moderate
125,151,75.50,Moderate
126,151,75.50,Moderate
127,152,76.00,Moderate
128,151,75.50,Moderate
129,150,75.00,Moderate
130,148,74.00,Moderate
131,147,73.50,Moderate
132,146,73.00,Moderate
133,146,73.00,Moderate
134,145,72.50,Moderate
135,145,72.50,Moderate
136,144,72.00,Moderate
137,143,71.50,Moderate
138,141,70.50,Moderate
139,138,69.00,Light
140,137,68.50,Light
141,137,68.50,Light
142,137,68.50,Light
143,137,68.50,Light
144,137,68.50,Light
145,138,69.00,Light
146,140,70.00,Moderate
147,140,70.00,Moderate
148,141,70.50,Moderate
149,142,71.00,Moderate
150,143,71.50,Moderate
151,145,72.50,Moderate
152,146,73.00,Moderate
153,147,73.50,Moderate
154,147,73.50,Moderate
155,148,74.00,Moderate
156,149,74.50,Moderate
157,149,74.50,Moderate
158,150,75.00,Moderate
159,151,75.50,Moderate
160,151,75.50,Moderate
161,151,75.50,Moderate
162,152,76.00,Moderate
163,154,77.00,Moderate
164,156,78.00,Moderate
165,156,78.00,Moderate
166,157,78.50,Moderate
167,158,79.00,Moderate
168,159,79.50,Moderate
169,159,79.50,Moderate
170,159,79.50,Moderate
171,160,80.00,Hard
172,160,80.00,Hard
173,161,80.50,Hard
174,161,80.50,Hard
175,162,81.00,Hard
176,161,80.50,Hard
177,160,80.00,Hard
178,160,80.00,Hard
179,160,80.00,Hard
180,160,80.00,Hard
181,159,79.50,Moderate
182,157,78.50,Moderate
183,156,78.00,Moderate
184,156,78.00,Moderate
185,155,77.50,Moderate
186,154,77.00,Moderate
187,152,76.00,Moderate
188,152,76.00,Moderate
189,151,75.50,Moderate
190,150,75.00,Moderate
191,148,74.00,Moderate
192,147,73.50,Moderate
193,147,73.50,Moderate
194,146,73.00,Moderate
195,145,72.50,Moderate
196,144,72.00,Moderate
197,144,72.00,Moderate
198,143,71.50,Moderate
199,143,71.50,Moderate
200,143,71.50,Moderate
201,142,71.00,Moderate
202,141,70.50,Moderate
203,140,70.00,Moderate
204,140,70.00,Moderate
205,139,69.50,Light
206,139,69.50,Light
207,138,69.00,Light
208,137,68.50,Light
209,137,68.50,Light
210,136,68.00,Light
211,136,68.00,Light
212,136,68.00,Light
213,136,68.00,Light
214,135,67.50,Light
215,135,67.50,Light
216,134,67.00,Light
217,134,67.00,Light
218,133,66.50,Light
219,132,66.00,Light
220,131,65.50,Light
221,130,65.00,Light
222,130,65.00,Light
223,130,65.00,Light
224,129,64.50,Light
225,129,64.50,Light
226,129,64.50,Light
227,129,64.50,Light
228,129,64.50,Light
229,129,64.50,Light
230,129,64.50,Light
231,129,64.50,Light
232,130,65.00,Light
233,132,66.00,Light
234,133,66.50,Light
235,133,66.50,Light
236,134,67.00,Light
237,133,66.50,Light
238,134,67.00,Light
239,135,67.50,Light
240,136,68.00,Light
241,136,68.00,Light
242,137,68.50,Light
243,138,69.00,Light
244,139,69.50,Light
245,141,70.50,Moderate
246,142,71.00,Moderate
247,146,73.00,Moderate
248,147,73.50,Moderate
249,148,74.00,Moderate
250,149,74.50,Moderate
251,149,74.50,Moderate
252,151,75.50,Moderate
253,151,75.50,Moderate
254,152,76.00,Moderate
255,153,76.50,Moderate
256,154,77.00,Moderate
257,154,77.00,Moderate
258,154,77.00,Moderate
259,153,76.50,Moderate
260,153,76.50,Moderate
261,152,76.00,Moderate
262,152,76.00,Moderate
263,151,75.50,Moderate
264,150,75.00,Moderate
265,150,75.00,Moderate
266,150,75.00,Moderate
267,149,74.50,Moderate
268,149,74.50,Moderate
269,149,74.50,Moderate
270,148,74.00,Moderate
271,148,74.00,Moderate
272,148,74.00,Moderate
273,147,73.50,Moderate
274,147,73.50,Moderate
275,147,73.50,Moderate
276,147,73.50,Moderate
277,147,73.50,Moderate
278,147,73.50,Moderate
279,146,73.00,Moderate
280,146,73.00,Moderate
281,145,72.50,Moderate
282,145,72.50,Moderate
283,146,73.00,Moderate
284,145,72.50,Moderate
285,145,72.50,Moderate
286,144,72.00,Moderate
287,143,71.50,Moderate
288,143,71.50,Moderate
289,143,71.50,Moderate
290,143,71.50,Moderate
291,144,72.00,Moderate
292,144,72.00,Moderate
293,146,73.00,Moderate
294,147,73.50,Moderate
295,148,74.00,Moderate
296,150,75.00,Moderate
297,151,75.50,Moderate
298,152,76.00,Moderate
299,154,77.00,Moderate
300,155,77.50,Moderate
301,155,77.50,Moderate
302,157,78.50,Moderate
303,158,79.00,Moderate
304,159,79.50,Moderate
305,160,80.00,Hard
306,162,81.00,Hard
307,163,81.50,Hard
308,163,81.50,Hard
309,164,82.00,Hard
310,163,81.50,Hard
311,163,81.50,Hard
312,162,81.00,Hard
313,162,81.00,Hard
314,161,80.50,Hard
315,161,80.50,Hard
316,160,80.00,Hard
317,159,79.50,Moderate
318,159,79.50,Moderate
319,157,78.50,Moderate
320,156,78.00,Moderate
321,155,77.50,Moderate
322,155,77.50,Moderate
323,154,77.00,Moderate
324,154,77.00,Moderate
325,154,77.00,Moderate
326,154,77.00,Moderate
327,153,76.50,Moderate
328,153,76.50,Moderate
329,153,76.50,Moderate
330,153,76.50,Moderate
331,152,76.00,Moderate
332,151,75.50,Moderate
333,150,75.00,Moderate
334,150,75.00,Moderate
335,150,75.00,Moderate
336,150,75.00,Moderate
337,149,74.50,Moderate
338,148,74.00,Moderate
339,147,73.50,Moderate
340,147,73.50,Moderate
341,146,73.00,Moderate
342,145,72.50,Moderate
343,145,72.50,Moderate
344,145,72.50,Moderate
345,145,72.50,Moderate
346,145,72.50,Moderate
347,145,72.50,Moderate
348,145,72.50,Moderate
349,145,72.50,Moderate
350,145,72.50,Moderate
351,146,73.00,Moderate
352,146,73.00,Moderate
353,147,73.50,Moderate
354,148,74.00,Moderate
355,151,75.50,Moderate
356,152,76.00,Moderate
357,154,77.00,Moderate
358,155,77.50,Moderate
359,156,78.00,Moderate
360,158,79.00,Moderate
361,158,79.00,Moderate
362,158,79.00,Moderate
363,158,79.00,Moderate
364,157,78.50,Moderate
365,157,78.50,Moderate
366,156,78.00,Moderate
367,154,77.00,Moderate
368,154,77.00,Moderate
369,153,76.50,Moderate
370,153,76.50,Moderate
371,152,76.00,Moderate
372,152,76.00,Moderate
373,152,76.00,Moderate
374,152,76.00,Moderate
375,152,76.00,Moderate
376,152,76.00,Moderate
377,151,75.50,Moderate
378,151,75.50,Moderate
379,150,75.00,Moderate
380,149,74.50,Moderate
381,148,74.00,Moderate
382,147,73.50,Moderate
383,147,73.50,Moderate
384,146,73.00,Moderate
385,145,72.50,Moderate
386,145,72.50,Moderate
387,145,72.50,Moderate
388,144,72.00,Moderate
389,144,72.00,Moderate
390,144,72.00,Moderate
391,143,71.50,Moderate
392,143,71.50,Moderate
393,143,71.50,Moderate
394,143,71.50,Moderate
395,143,71.50,Moderate
396,143,71.50,Moderate
397,143,71.50,Moderate
398,143,71.50,Moderate
399,143,71.50,Moderate
400,143,71.50,Moderate
401,143,71.50,Moderate
402,142,71.00,Moderate
403,141,70.50,Moderate
404,141,70.50,Moderate
405,141,70.50,Moderate
406,141,70.50,Moderate
407,140,70.00,Moderate
408,140,70.00,Moderate
409,140,70.00,Moderate
410,140,70.00,Moderate
411,139,69.50,Light
412,139,69.50,Light
413,138,69.00,Light
414,138,69.00,Light
415,137,68.50,Light
416,137,68.50,Light
417,136,68.00,Light
418,136,68.00,Light
419,136,68.00,Light
420,135,67.50,Light
421,135,67.50,Light
422,135,67.50,Light
423,135,67.50,Light
424,135,67.50,Light
425,135,67.50,Light
426,136,68.00,Light
427,134,67.00,Light
428,133,66.50,Light
429,133,66.50,Light
430,133,66.50,Light
431,134,67.00,Light
432,134,67.00,Light
433,134,67.00,Light
434,134,67.00,Light
435,135,67.50,Light
436,134,67.00,Light
437,134,67.00,Light
438,133,66.50,Light
439,133,66.50,Light
440,133,66.50,Light
441,133,66.50,Light
442,132,66.00,Light
443,132,66.00,Light
444,132,66.00,Light
445,132,66.00,Light
446,132,66.00,Light
447,131,65.50,Light
448,131,65.50,Light
449,130,65.00,Light
450,130,65.00,Light
451,130,65.00,Light
452,130,65.00,Light
453,131,65.50,Light
454,131,65.50,Light
455,130,65.00,Light
456,130,65.00,Light
457,130,65.00,Light
458,130,65.00,Light
459,129,64.50,Light
460,129,64.50,Light
461,128,64.00,Light
462,128,64.00,Light
463,128,64.00,Light
464,128,64.00,Light
465,128,64.00,Light
466,128,64.00,Light
467,129,64.50,Light
468,130,65.00,Light
469,131,65.50,Light
470,131,65.50,Light
471,133,66.50,Light
472,133,66.50,Light
473,134,67.00,Light
474,134,67.00,Light
475,135,67.50,Light
476,136,68.00,Light
477,136,68.00,Light
478,137,68.50,Light
479,137,68.50,Light
480,139,69.50,Light
481,140,70.00,Moderate
482,140,70.00,Moderate
483,140,70.00,Moderate
484,141,70.50,Moderate
485,141,70.50,Moderate
486,141,70.50,Moderate
487,141,70.50,Moderate
488,140,70.00,Moderate
489,139,69.50,Light
490,139,69.50,Light
491,138,69.00,Light
492,137,68.50,Light
493,136,68.00,Light
494,136,68.00,Light
495,134,67.00,Light
496,133,66.50,Light
497,132,66.00,Light
498,132,66.00,Light
499,132,66.00,Light
500,132,66.00,Light
501,133,66.50,Light
502,133,66.50,Light
503,135,67.50,Light
504,135,67.50,Light
505,136,68.00,Light
506,136,68.00,Light
507,137,68.50,Light
508,138,69.00,Light
509,138,69.00,Light
510,140,70.00,Moderate
511,143,71.50,Moderate
512,144,72.00,Moderate
513,145,72.50,Moderate
514,146,73.00,Moderate
515,146,73.00,Moderate
516,149,74.50,Moderate
517,150,75.00,Moderate
518,150,75.00,Moderate
519,151,75.50,Moderate
520,153,76.50,Moderate
521,153,76.50,Moderate
522,154,77.00,Moderate
523,155,77.50,Moderate
524,154,77.00,Moderate
525,154,77.00,Moderate
526,153,76.50,Moderate
527,153,76.50,Moderate
528,152,76.00,Moderate
529,152,76.00,Moderate
530,152,76.00,Moderate
531,151,75.50,Moderate
532,150,75.00,Moderate
533,149,74.50,Moderate
534,149,74.50,Moderate
535,148,74.00,Moderate
536,148,74.00,Moderate
537,148,74.00,Moderate
538,148,74.00,Moderate
539,148,74.00,Moderate
540,148,74.00,Moderate
541,148,74.00,Moderate
542,148,74.00,Moderate
543,148,74.00,Moderate
544,148,74.00,Moderate
545,148,74.00,Moderate
546,147,73.50,Moderate
547,147,73.50,Moderate
548,147,73.50,Moderate
549,146,73.00,Moderate
550,145,72.50,Moderate
551,145,72.50,Moderate
552,145,72.50,Moderate
553,145,72.50,Moderate
554,145,72.50,Moderate
555,147,73.50,Moderate
556,148,74.00,Moderate
557,150,75.00,Moderate
558,150,75.00,Moderate
559,153,76.50,Moderate
560,154,77.00,Moderate
561,155,77.50,Moderate
562,155,77.50,Moderate
563,157,78.50,Moderate
564,157,78.50,Moderate
565,159,79.50,Moderate
566,159,79.50,Moderate
567,159,79.50,Moderate
568,158,79.00,Moderate
569,158,79.00,Moderate
570,157,78.50,Moderate
571,155,77.50,Moderate
572,154,77.00,Moderate
573,154,77.00,Moderate
574,153,76.50,Moderate
575,152,76.00,Moderate
576,152,76.00,Moderate
577,151,75.50,Moderate
578,151,75.50,Moderate
579,151,75.50,Moderate
580,150,75.00,Moderate
581,150,75.00,Moderate
582,149,74.50,Moderate
583,149,74.50,Moderate
584,149,74.50,Moderate
585,149,74.50,Moderate
586,149,74.50,Moderate
587,150,75.00,Moderate
588,149,74.50,Moderate
589,149,74.50,Moderate
590,149,74.50,Moderate
591,148,74.00,Moderate
592,147,73.50,Moderate
593,147,73.50,Moderate
594,147,73.50,Moderate
595,147,73.50,Moderate
596,147,73.50,Moderate
597,147,73.50,Moderate
598,148,74.00,Moderate
599,148,74.00,Moderate
600,149,74.50,Moderate
601,150,75.00,Moderate
602,150,75.00,Moderate
603,151,75.50,Moderate
604,152,76.00,Moderate
605,153,76.50,Moderate
606,153,76.50,Moderate
607,155,77.50,Moderate
608,155,77.50,Moderate
609,156,78.00,Moderate
610,156,78.00,Moderate
611,156,78.00,Moderate
612,157,78.50,Moderate
613,157,78.50,Moderate
614,157,78.50,Moderate
615,157,78.50,Moderate
616,158,79.00,Moderate
617,159,79.50,Moderate
618,159,79.50,Moderate
619,160,80.00,Hard
620,161,80.50,Hard
621,161,80.50,Hard
622,161,80.50,Hard
623,161,80.50,Hard
624,162,81.00,Hard
625,162,81.00,Hard
626,162,81.00,Hard
627,162,81.00,Hard
628,163,81.50,Hard
629,163,81.50,Hard
630,162,81.00,Hard
631,161,80.50,Hard
632,160,80.00,Hard
633,159,79.50,Moderate
634,159,79.50,Moderate
635,158,79.00,Moderate
636,158,79.00,Moderate
637,157,78.50,Moderate
638,157,78.50,Moderate
639,157,78.50,Moderate
640,156,78.00,Moderate
641,155,77.50,Moderate
642,155,77.50,Moderate
643,154,77.00,Moderate
644,153,76.50,Moderate
645,152,76.00,Moderate
646,152,76.00,Moderate
647,152,76.00,Moderate
648,150,75.00,Moderate
649,148,74.00,Moderate
650,148,74.00,Moderate
651,148,74.00,Moderate
652,147,73.50,Moderate
653,147,73.50,Moderate
654,147,73.50,Moderate
655,147,73.50,Moderate
656,147,73.50,Moderate
657,147,73.50,Moderate
658,147,73.50,Moderate
659,148,74.00,Moderate
660,148,74.00,Moderate
661,148,74.00,Moderate
662,148,74.00,Moderate
663,147,73.50,Moderate
664,147,73.50,Moderate
665,146,73.00,Moderate
666,145,72.50,Moderate
667,144,72.00,Moderate
668,143,71.50,Moderate
669,143,71.50,Moderate
670,144,72.00,Moderate
671,144,72.00,Moderate
672,144,72.00,Moderate
673,142,71.00,Moderate
674,142,71.00,Moderate
675,138,69.00,Light
676,135,67.50,Light
677,131,65.50,Light
678,129,64.50,Light
679,127,63.50,Light
680,125,62.50,Light
681,125,62.50,Light
682,122,61.00,Light
683,121,60.50,Light
684,121,60.50,Light
685,120,60.00,Light
686,120,60.00,Light
687,119,59.50,Very Light
688,119,59.50,Very Light
689,119,59.50,Very Light
690,117,58.50,Very Light
691,117,58.50,Very Light
692,117,58.50,Very Light
693,118,59.00,Very Light
694,118,59.00,Very Light
695,117,58.50,Very Light
696,117,58.50,Very Light
697,118,59.00,Very Light
698,118,59.00,Very Light
699,117,58.50,Very Light
700,117,58.50,Very Light
701,117,58.50,Very Light
702,117,58.50,Very Light
703,115,57.50,Very Light
704,115,57.50,Very Light
705,115,57.50,Very Light
706,117,58.50,Very Light
707,118,59.00,Very Light
708,119,59.50,Very Light
709,120,60.00,Light
710,120,60.00,Light
711,122,61.00,Light
712,124,62.00,Light
713,126,63.00,Light
714,128,64.00,Light
715,130,65.00,Light
716,132,66.00,Light
717,133,66.50,Light
718,134,67.00,Light
719,134,67.00,Light
720,134,67.00,Light
721,135,67.50,Light
722,135,67.50,Light
723,135,67.50,Light
724,135,67.50,Light
725,134,67.00,Light
726,134,67.00,Light
727,133,66.50,Light
728,133,66.50,Light
729,133,66.50,Light
730,134,67.00,Light
731,135,67.50,Light
732,135,67.50,Light
733,135,67.50,Light
734,137,68.50,Light
735,139,69.50,Light
736,140,70.00,Moderate
737,142,71.00,Moderate
738,144,72.00,Moderate
739,147,73.50,Moderate
740,147,73.50,Moderate
741,151,75.50,Moderate
742,152,76.00,Moderate
743,154,77.00,Moderate
744,154,77.00,Moderate
745,154,77.00,Moderate
746,154,77.00,Moderate
747,154,77.00,Moderate
748,154,77.00,Moderate
749,154,77.00,Moderate
750,154,77.00,Moderate
751,154,77.00,Moderate
752,154,77.00,Moderate
753,155,77.50,Moderate
754,155,77.50,Moderate
755,157,78.50,Moderate
756,158,79.00,Moderate
757,159,79.50,Moderate
758,159,79.50,Moderate
759,161,80.50,Hard
760,162,81.00,Hard
761,163,81.50,Hard
762,164,82.00,Hard
763,166,83.00,Hard
764,166,83.00,Hard
765,166,83.00,Hard
766,166,83.00,Hard
767,165,82.50,Hard
768,165,82.50,Hard
769,165,82.50,Hard
770,165,82.50,Hard
771,164,82.00,Hard
772,163,81.50,Hard
773,163,81.50,Hard
774,162,81.00,Hard
775,160,80.00,Hard
776,160,80.00,Hard
777,160,80.00,Hard
778,158,79.00,Moderate
779,158,79.00,Moderate
780,158,79.00,Moderate
781,158,79.00,Moderate
782,157,78.50,Moderate
783,156,78.00,Moderate
784,155,77.50,Moderate
785,155,77.50,Moderate
786,155,77.50,Moderate
787,157,78.50,Moderate
788,157,78.50,Moderate
789,157,78.50,Moderate
790,157,78.50,Moderate
791,158,79.00,Moderate
792,158,79.00,Moderate
793,159,79.50,Moderate
794,159,79.50,Moderate
795,159,79.50,Moderate
796,160,80.00,Hard
797,160,80.00,Hard
798,161,80.50,Hard
799,162,81.00,Hard
800,162,81.00,Hard
801,162,81.00,Hard
802,162,81.00,Hard
803,163,81.50,Hard
804,163,81.50,Hard
805,163,81.50,Hard
806,163,81.50,Hard
807,163,81.50,Hard
808,163,81.50,Hard
809,163,81.50,Hard
810,163,81.50,Hard
811,163,81.50,Hard
812,163,81.50,Hard
813,163,81.50,Hard
814,163,81.50,Hard
815,163,81.50,Hard
816,164,82.00,Hard
817,163,81.50,Hard
818,163,81.50,Hard
819,164,82.00,Hard
820,164,82.00,Hard
821,165,82.50,Hard
822,164,82.00,Hard
823,165,82.50,Hard
824,165,82.50,Hard
825,165,82.50,Hard
826,165,82.50,Hard
827,164,82.00,Hard
828,164,82.00,Hard
829,163,81.50,Hard
830,163,81.50,Hard
831,163,81.50,Hard
832,163,81.50,Hard
833,163,81.50,Hard
834,163,81.50,Hard
835,160,80.00,Hard
836,158,79.00,Moderate
837,156,78.00,Moderate
838,155,77.50,Moderate
839,154,77.00,Moderate
840,152,76.00,Moderate
841,151,75.50,Moderate
842,151,75.50,Moderate
843,150,75.00,Moderate
844,149,74.50,Moderate
845,148,74.00,Moderate
846,147,73.50,Moderate
847,147,73.50,Moderate
848,147,73.50,Moderate
849,146,73.00,Moderate
850,145,72.50,Moderate
851,145,72.50,Moderate
852,144,72.00,Moderate
853,143,71.50,Moderate
854,143,71.50,Moderate
855,142,71.00,Moderate
856,141,70.50,Moderate
857,140,70.00,Moderate
858,138,69.00,Light
859,136,68.00,Light
860,135,67.50,Light
861,134,67.00,Light
862,133,66.50,Light
863,132,66.00,Light
864,132,66.00,Light
865,132,66.00,Light
866,132,66.00,Light
867,133,66.50,Light
868,133,66.50,Light
869,133,66.50,Light
870,132,66.00,Light
871,133,66.50,Light
872,133,66.50,Light
873,133,66.50,Light
874,133,66.50,Light
875,133,66.50,Light
876,132,66.00,Light
877,130,65.00,Light
878,130,65.00,Light
879,130,65.00,Light
880,129,64.50,Light
881,128,64.00,Light
882,128,64.00,Light
883,128,64.00,Light
884,127,63.50,Light
885,126,63.00,Light
886,124,62.00,Light
887,123,61.50,Light
888,123,61.50,Light
889,123,61.50,Light
890,123,61.50,Light
891,124,62.00,Light
892,124,62.00,Light
893,125,62.50,Light
894,124,62.00,Light
895,122,61.00,Light
896,120,60.00,Light
897,119,59.50,Very Light
898,119,59.50,Very Light
899,119,59.50,Very Light
900,120,60.00,Light
901,121,60.50,Light
902,121,60.50,Light
903,121,60.50,Light
904,122,61.00,Light
905,121,60.50,Light
906,121,60.50,Light
907,121,60.50,Light
908,121,60.50,Light
909,120,60.00,Light
910,120,60.00,Light
911,120,60.00,Light
912,118,59.00,Very Light
913,117,58.50,Very Light
914,117,58.50,Very Light
915,116,58.00,Very Light
916,116,58.00,Very Light
917,116,58.00,Very Light
918,117,58.50,Very Light
919,118,59.00,Very Light
920,118,59.00,Very Light
921,117,58.50,Very Light
922,116,58.00,Very Light
923,116,58.00,Very Light
924,116,58.00,Very Light
925,115,57.50,Very Light
926,115,57.50,Very Light
927,114,57.00,Very Light
928,113,56.50,Very Light
929,112,56.00,Very Light
930,112,56.00,Very Light
931,114,57.00,Very Light
932,113,56.50,Very Light
933,110,55.00,Very Light
934,109,54.50,Very Light
935,108,54.00,Very Light
936,107,53.50,Very Light
937,107,53.50,Very Light
938,107,53.50,Very Light
939,107,53.50,Very Light
940,106,53.00,Very Light
941,106,53.00,Very Light
942,106,53.00,Very Light
943,107,53.50,Very Light
944,107,53.50,Very Light
945,107,53.50,Very Light
946,108,54.00,Very Light
947,108,54.00,Very Light
948,109,54.50,Very Light
949,110,55.00,Very Light
950,110,55.00,Very Light
951,110,55.00,Very Light
952,110,55.00,Very Light
953,111,55.50,Very Light
954,111,55.50,Very Light
955,113,56.50,Very Light
956,113,56.50,Very Light
957,113,56.50,Very Light
958,113,56.50,Very Light
959,113,56.50,Very Light
960,112,56.00,Very Light
961,111,55.50,Very Light
962,111,55.50,Very Light
963,110,55.00,Very Light
964,111,55.50,Very Light
965,112,56.00,Very Light
966,114,57.00,Very Light
967,117,58.50,Very Light
968,119,59.50,Very Light
969,121,60.50,Light
970,124,62.00,Light
971,126,63.00,Light
972,127,63.50,Light
973,129,64.50,Light
974,129,64.50,Light
975,129,64.50,Light
976,130,65.00,Light
977,130,65.00,Light
978,130,65.00,Light
979,130,65.00,Light
980,129,64.50,Light
981,130,65.00,Light
982,131,65.50,Light
983,133,66.50,Light
984,134,67.00,Light
985,136,68.00,Light
986,136,68.00,Light
987,138,69.00,Light
988,140,70.00,Moderate
989,142,71.00,Moderate
990,144,72.00,Moderate
991,148,74.00,Moderate
992,149,74.50,Moderate
993,150,75.00,Moderate
994,151,75.50,Moderate
995,152,76.00,Moderate
996,152,76.00,Moderate
997,153,76.50,Moderate
998,153,76.50,Moderate
999,153,76.50,Moderate
1000,152,76.00,Moderate
1001,151,75.50,Moderate
1002,151,75.50,Moderate
1003,149,74.50,Moderate
1004,148,74.00,Moderate
1005,148,74.00,Moderate
1006,146,73.00,Moderate
1007,145,72.50,Moderate
1008,143,71.50,Moderate
1009,142,71.00,Moderate
1010,142,71.00,Moderate
1011,141,70.50,Moderate
1012,140,70.00,Moderate
1013,138,69.00,Light
1014,137,68.50,Light
1015,135,67.50,Light
1016,134,67.00,Light
1017,133,66.50,Light
1018,133,66.50,Light
1019,133,66.50,Light
1020,133,66.50,Light
1021,135,67.50,Light
1022,135,67.50,Light
1023,135,67.50,Light
1024,136,68.00,Light
1025,137,68.50,Light
1026,137,68.50,Light
1027,137,68.50,Light
1028,138,69.00,Light
1029,138,69.00,Light
1030,138,69.00,Light
1031,139,69.50,Light
1032,139,69.50,Light
1033,139,69.50,Light
1034,139,69.50,Light
1035,139,69.50,Light
1036,140,70.00,Moderate
1037,140,70.00,Moderate
1038,140,70.00,Moderate
1039,140,70.00,Moderate
1040,140,70.00,Moderate
1041,140,70.00,Moderate
1042,140,70.00,Moderate
1043,140,70.00,Moderate
1044,141,70.50,Moderate
1045,141,70.50,Moderate
1046,141,70.50,Moderate
1047,141,70.50,Moderate
1048,141,70.50,Moderate
1049,141,70.50,Moderate
1050,141,70.50,Moderate
1051,141,70.50,Moderate
1052,141,70.50,Moderate
1053,142,71.00,Moderate
1054,143,71.50,Moderate
1055,144,72.00,Moderate
1056,145,72.50,Moderate
1057,145,72.50,Moderate
1058,147,73.50,Moderate
1059,149,74.50,Moderate
1060,150,75.00,Moderate
1061,151,75.50,Moderate
1062,152,76.00,Moderate
1063,152,76.00,Moderate
1064,152,76.00,Moderate
1065,152,76.00,Moderate
1066,151,75.50,Moderate
1067,151,75.50,Moderate
1068,150,75.00,Moderate
1069,149,74.50,Moderate
1070,149,74.50,Moderate
1071,148,74.00,Moderate
1072,147,73.50,Moderate
1073,145,72.50,Moderate
1074,145,72.50,Moderate
1075,142,71.00,Moderate
1076,141,70.50,Moderate
1077,141,70.50,Moderate
1078,141,70.50,Moderate
1079,141,70.50,Moderate
1080,141,70.50,Moderate
1081,142,71.00,Moderate
1082,142,71.00,Moderate
1083,142,71.00,Moderate
1084,142,71.00,Moderate
1085,142,71.00,Moderate
1086,142,71.00,Moderate
1087,143,71.50,Moderate
1088,144,72.00,Moderate
1089,144,72.00,Moderate
1090,145,72.50,Moderate
1091,145,72.50,Moderate
1092,146,73.00,Moderate
1093,146,73.00,Moderate
1094,146,73.00,Moderate
1095,147,73.50,Moderate
1096,147,73.50,Moderate
1097,147,73.50,Moderate
1098,148,74.00,Moderate
1099,148,74.00,Moderate
1100,148,74.00,Moderate
1101,148,74.00,Moderate
1102,148,74.00,Moderate
1103,148,74.00,Moderate
1104,148,74.00,Moderate
1105,148,74.00,Moderate
1106,148,74.00,Moderate
1107,148,74.00,Moderate
1108,148,74.00,Moderate
1109,148,74.00,Moderate
1110,148,74.00,Moderate
1111,148,74.00,Moderate
1112,148,74.00,Moderate
1113,147,73.50,Moderate
1114,146,73.00,Moderate
1115,145,72.50,Moderate
1116,145,72.50,Moderate
1117,143,71.50,Moderate
1118,143,71.50,Moderate
1119,141,70.50,Moderate
1120,141,70.50,Moderate
1121,140,70.00,Moderate
1122,138,69.00,Light
1123,138,69.00,Light
1124,137,68.50,Light
1125,136,68.00,Light
1126,135,67.50,Light
1127,134,67.00,Light
1128,134,67.00,Light
1129,134,67.00,Light
1130,134,67.00,Light
1131,134,67.00,Light
1132,134,67.00,Light
1133,134,67.00,Light
